"","TRIPID","CUMUSIGHTID","SPECIES","COMNAME","TEAM","DETECTED","PERPDIST","SIZEBEST","SIGHTTIME","GLAREMAG_WAVG","SEASTATE_WAVG","SWELLHEIGHT"
"1","HB1103",10794,"UNK","Unknown","upper",0,1465.778,1,11.1,0,4.43338331716744,1
"2","HB1103",10794,"UNK","Unknown","lower",1,1465.778,1,11.1,0,4.43338331716744,1
"3","HB1103",10795,"UNDO","Dolphin, unid","lower",0,184.9115,1,11.461,0,4.43338331716744,1
"4","HB1103",10795,"UNDO","Dolphin, unid","upper",1,184.9115,1,11.461,0,4.43338331716744,1
"5","HB1103",10796,"SPWH","Whale, Sperm","upper",0,2095.891,1,12.912,0,4.1562554250552,0.6
"6","HB1103",10796,"SPWH","Whale, Sperm","lower",1,2095.891,1,12.912,0,4.1562554250552,0.6
"7","HB1103",10797,"GRAM","Dolphin, Risso's","upper",0,993.3288,5,13.258,0,4.14083500888911,0.6
"8","HB1103",10797,"GRAM","Dolphin, Risso's","lower",1,993.3288,5,13.258,0,4.14083500888911,0.6
"9","HB1103",10799,"UNDO","Dolphin, unid","lower",0,2735.126,2,13.766,0,3.8,0.6
"10","HB1103",10799,"UNDO","Dolphin, unid","upper",1,2735.126,2,13.766,0,3.8,0.6
"11","HB1103",10800,"ASDO","Dolphin, Atlantic Spotted","lower",0,2728.878,35,14.247,0,3.8,0.6
"12","HB1103",10800,"ASDO","Dolphin, Atlantic Spotted","upper",1,2728.878,35,14.247,0,3.8,0.6
"13","HB1103",10801,"ASDO","Dolphin, Striped","lower",0,1958.143,31,14.513,0,3.8,0.6
"14","HB1103",10801,"ASDO","Dolphin, Striped","upper",1,1958.143,31,14.513,0,3.8,0.6
"15","HB1103",10803,"PIWH","Whale, Pilot (unid.)","upper",1,109.9981,22,14.999,0,3.80086621634497,0.6
"16","HB1103",10803,"PIWH","Whale, Pilot (unid.)","lower",1,109.9981,22,14.999,0,3.80086621634497,0.6
"17","HB1103",10804,"PIWH","Whale, Pilot (unid.)","lower",0,3078.716,6,15.124,0,3.80086621634497,0.6
"18","HB1103",10804,"PIWH","Whale, Pilot (unid.)","upper",1,3078.716,6,15.124,0,3.80086621634497,0.6
"19","HB1103",10805,"STDO","Dolphin, Striped","lower",0,2911.789,34,17.358,0,3.9,0.6
"20","HB1103",10805,"STDO","Dolphin, Striped","upper",1,2911.789,34,17.358,0,3.9,0.6
"21","HB1103",10806,"STDO","Dolphin, Striped","upper",1,2110.842,20,17.453,0,3.86495185692713,0.6
"22","HB1103",10806,"STDO","Dolphin, Striped","lower",1,2110.842,20,17.453,0,3.86495185692713,0.6
"23","HB1103",10807,"PIWH","Whale, Pilot (unid.)","lower",1,0,27,17.855,0,3.32416780359438,0.6
"24","HB1103",10807,"PIWH","Whale, Pilot (unid.)","upper",1,0,27,17.855,0,3.32416780359438,0.6
"25","HB1103",10808,"SADO","Dolphin, Common","lower",0,124.747,9,17.948,0,3.32416780359438,0.6
"26","HB1103",10808,"SADO","Dolphin, Common","upper",1,124.747,9,17.948,0,3.32416780359438,0.6
"27","HB1103",10809,"SADO","Dolphin, Common","upper",0,0,13,17.979,0,3.32416780359438,0.6
"28","HB1103",10809,"SADO","Dolphin, Common","lower",1,0,13,17.979,0,3.32416780359438,0.6
"29","HB1103",10838,"PIWH","Whale, Pilot (unid.)","lower",0,124.747,12,17.948,0,3.32416780359438,0.6
"30","HB1103",10838,"PIWH","Whale, Pilot (unid.)","upper",1,124.747,12,17.948,0,3.32416780359438,0.6
"31","HB1103",10810,"GOBW","Whale, Cuvier's Beaked","lower",0,0,2,17.991,0,3.32416780359438,0.6
"32","HB1103",10810,"GOBW","Whale, Cuvier's Beaked","upper",1,0,2,17.991,0,3.32416780359438,0.6
"33","HB1103",10811,"PIWH","Whale, Pilot (unid.)","upper",0,5326.423,5,18.318,0,3.2,0.6
"34","HB1103",10811,"PIWH","Whale, Pilot (unid.)","lower",1,5326.423,5,18.318,0,3.2,0.6
"35","HB1103",10812,"GRAM","Dolphin, Risso's","lower",0,186.762,3,18.517,0,3.2,0.6
"36","HB1103",10812,"GRAM","Dolphin, Risso's","upper",1,186.762,3,18.517,0,3.2,0.6
"37","HB1103",10813,"STDO","Dolphin, Striped","lower",0,2027.717,7,18.669,0,3.2,0.4
"38","HB1103",10813,"STDO","Dolphin, Striped","upper",1,2027.717,7,18.669,0,3.2,0.4
"39","HB1103",10816,"UNDO","Dolphin, unid","upper",0,157.1567,1,20.059,0,3.22395573203181,0.4
"40","HB1103",10816,"UNDO","Dolphin, unid","lower",1,157.1567,1,20.059,0,3.22395573203181,0.4
"41","HB1103",10815,"UNMW","Whale, Unid. medium","upper",0,631.6468,1,19.883,0,3.22395573203181,0.4
"42","HB1103",10815,"UNMW","Whale, Unid. medium","lower",1,631.6468,1,19.883,0,3.22395573203181,0.4
"43","HB1103",10817,"STDO","Dolphin, Striped","lower",0,7892.98,18,20.082,0,3.22395573203181,0.4
"44","HB1103",10817,"STDO","Dolphin, Striped","upper",1,7892.98,18,20.082,0,3.22395573203181,0.4
"45","HB1103",10818,"UNMW","Whale, Unid. medium","upper",0,517.0959,3,20.094,0,3.22395573203181,0.4
"46","HB1103",10818,"UNMW","Whale, Unid. medium","lower",1,517.0959,3,20.094,0,3.22395573203181,0.4
"47","HB1103",10820,"PIWH","Whale, Pilot (unid.)","lower",1,4134.193,6,20.801,0,3.07966795853924,0.4
"48","HB1103",10820,"PIWH","Whale, Pilot (unid.)","upper",1,4134.193,6,20.801,0,3.07966795853924,0.4
"49","HB1103",10821,"SEWH","Whale, Sei","lower",0,3692.369,2,21.138,0,3.07966795853924,0.4
"50","HB1103",10821,"SEWH","Whale, Sei","upper",1,3692.369,2,21.138,0,3.07966795853924,0.4
"51","HB1103",10822,"UNDO","Dolphin, unid","upper",0,2832.472,2,21.248,0,2.9925635088104,0.4
"52","HB1103",10822,"UNDO","Dolphin, unid","lower",1,2832.472,2,21.248,0,2.9925635088104,0.4
"53","HB1103",10824,"MIWH","Whale, Minke Whale","lower",0,4229.946,1,21.366,0,2.9925635088104,0.4
"54","HB1103",10824,"MIWH","Whale, Minke Whale","upper",1,4229.946,1,21.366,0,2.9925635088104,0.4
"55","HB1103",10825,"UNDO","Dolphin, unid","lower",0,5330.043,18,21.498,0,2.9925635088104,0.4
"56","HB1103",10825,"UNDO","Dolphin, unid","upper",1,5330.043,18,21.498,0,2.9925635088104,0.4
"57","HB1103",10823,"UNDO","Dolphin, unid","upper",0,2106.149,23,21.354,0,2.9925635088104,0.4
"58","HB1103",10823,"UNDO","Dolphin, unid","lower",1,2106.149,23,21.354,0,2.9925635088104,0.4
"59","HB1103",10828,"STDO","Dolphin, Striped","lower",1,988.3217,48,21.663,0,2.9925635088104,0.4
"60","HB1103",10828,"STDO","Dolphin, Striped","upper",1,988.3217,48,21.663,0,2.9925635088104,0.4
"61","HB1103",10830,"STDO","Dolphin, Striped","lower",0,4773.755,17,21.714,0,2.31706278956709,0.4
"62","HB1103",10830,"STDO","Dolphin, Striped","upper",1,4773.755,17,21.714,0,2.31706278956709,0.4
"63","HB1103",10826,"STDO","Dolphin, Striped","upper",1,920.0574,27,21.551,0,2.9925635088104,0.4
"64","HB1103",10826,"STDO","Dolphin, Striped","lower",1,920.0574,27,21.551,0,2.9925635088104,0.4
"65","HB1103",10829,"SADO","Dolphin, Common","lower",1,523.9194,15,21.695,0,2.31706278956709,0.4
"66","HB1103",10829,"SADO","Dolphin, Common","upper",1,523.9194,15,21.695,0,2.31706278956709,0.4
"67","HB1103",10833,"UNDO","Dolphin, unid","lower",0,1223.471,4,21.888,0,2.31706278956709,0.4
"68","HB1103",10833,"UNDO","Dolphin, unid","upper",1,1223.471,4,21.888,0,2.31706278956709,0.4
"69","HB1103",10834,"UNDO","Dolphin, unid","lower",0,2149.338,7,21.898,0,2.31706278956709,0.4
"70","HB1103",10834,"UNDO","Dolphin, unid","upper",1,2149.338,7,21.898,0,2.31706278956709,0.4
"71","HB1103",10837,"UNDO","Dolphin, unid","lower",0,1454.584,1,21.994,0,2.31706278956709,0.4
"72","HB1103",10837,"UNDO","Dolphin, unid","upper",1,1454.584,1,21.994,0,2.31706278956709,0.4
"73","HB1103",10827,"FIWH","Whale, Fin","upper",1,442.4757,1,21.576,0,2.9925635088104,0.4
"74","HB1103",10827,"FIWH","Whale, Fin","lower",1,442.4757,1,21.576,0,2.9925635088104,0.4
"75","HB1103",10831,"STDO","Dolphin, Striped","lower",0,4443.612,5,21.855,0,2.31706278956709,0.4
"76","HB1103",10831,"STDO","Dolphin, Striped","upper",1,4443.612,5,21.855,0,2.31706278956709,0.4
"77","HB1103",10832,"UNDO","Dolphin, unid","upper",0,539.4606,5,21.887,0,2.31706278956709,0.4
"78","HB1103",10832,"UNDO","Dolphin, unid","lower",1,539.4606,5,21.887,0,2.31706278956709,0.4
"79","HB1103",10835,"UNLW","Whale, Unid. Large","upper",0,2213.274,1,21.901,0,2.31706278956709,0.4
"80","HB1103",10835,"UNLW","Whale, Unid. Large","lower",1,2213.274,1,21.901,0,2.31706278956709,0.4
"81","HB1103",10839,"PIWH","Whale, Pilot (unid.)","lower",1,267.6522,5,10.004,0,2.31706278956709,0.2
"82","HB1103",10839,"PIWH","Whale, Pilot (unid.)","upper",1,267.6522,5,10.004,0,2.31706278956709,0.2
"83","HB1103",10840,"PIWH","Whale, Pilot (unid.)","lower",0,126.7855,3,10.031,0,2.31706278956709,0.2
"84","HB1103",10840,"PIWH","Whale, Pilot (unid.)","upper",1,126.7855,3,10.031,0,2.31706278956709,0.2
"85","HB1103",10843,"SADO","Dolphin, Common","upper",0,3496.706,27,10.057,0,2.31706278956709,0.2
"86","HB1103",10843,"SADO","Dolphin, Common","lower",1,3496.706,27,10.057,0,2.31706278956709,0.2
"87","HB1103",10845,"UNDO","Dolphin, unid","upper",0,3907.774,31,10.087,0,2.31706278956709,0.2
"88","HB1103",10845,"UNDO","Dolphin, unid","lower",1,3907.774,31,10.087,0,2.31706278956709,0.2
"89","HB1103",10848,"PIWH","Whale, Pilot (unid.)","lower",0,2224.246,16,10.127,0,2.31706278956709,0.2
"90","HB1103",10848,"PIWH","Whale, Pilot (unid.)","upper",1,2224.246,16,10.127,0,2.31706278956709,0.2
"91","HB1103",10841,"SADO","Dolphin, Common","lower",1,3068.511,228,10.038,0,2.31706278956709,0.2
"92","HB1103",10841,"SADO","Dolphin, Common","upper",1,3068.511,228,10.038,0,2.31706278956709,0.2
"93","HB1103",10846,"UNDO","Dolphin, unid","lower",0,3283.331,15,10.096,0,2.31706278956709,0.2
"94","HB1103",10846,"UNDO","Dolphin, unid","upper",1,3283.331,15,10.096,0,2.31706278956709,0.2
"95","HB1103",10847,"UNDO","Dolphin, unid","lower",0,4485.863,25,10.119,0,2.31706278956709,0.2
"96","HB1103",10847,"UNDO","Dolphin, unid","upper",1,4485.863,25,10.119,0,2.31706278956709,0.2
"97","HB1103",10852,"STDO","Dolphin, Striped","lower",0,1955.294,8,10.237,0,1,0.2
"98","HB1103",10852,"STDO","Dolphin, Striped","upper",1,1955.294,8,10.237,0,1,0.2
"99","HB1103",10842,"SADO","Dolphin, Common","upper",1,1637.296,100,10.047,0,2.31706278956709,0.2
"100","HB1103",10842,"SADO","Dolphin, Common","lower",1,1637.296,100,10.047,0,2.31706278956709,0.2
"101","HB1103",10850,"SADO","Dolphin, Common","lower",1,1907.963,76,10.207,0,1,0.2
"102","HB1103",10850,"SADO","Dolphin, Common","upper",1,1907.963,76,10.207,0,1,0.2
"103","HB1103",10851,"UNDO","Dolphin, unid","upper",0,825.0056,47,10.236,0,1,0.2
"104","HB1103",10851,"UNDO","Dolphin, unid","lower",1,825.0056,47,10.236,0,1,0.2
"105","HB1103",10856,"SADO","Dolphin, Common","lower",1,351.5107,67,10.354,0,1,0.2
"106","HB1103",10856,"SADO","Dolphin, Common","upper",1,351.5107,67,10.354,0,1,0.2
"107","HB1103",10849,"UNDO","Dolphin, unid","lower",0,2239.2,9,10.194,0,1,0.2
"108","HB1103",10849,"UNDO","Dolphin, unid","upper",1,2239.2,9,10.194,0,1,0.2
"109","HB1103",10855,"SADO","Dolphin, Common","lower",1,416.0602,38,10.32,0,1,0.2
"110","HB1103",10855,"SADO","Dolphin, Common","upper",1,416.0602,38,10.32,0,1,0.2
"111","HB1103",10858,"SADO","Dolphin, Common","upper",0,1245.877,7,10.416,0,1,0.2
"112","HB1103",10858,"SADO","Dolphin, Common","lower",1,1245.877,7,10.416,0,1,0.2
"113","HB1103",10854,"PIWH","Whale, Pilot (unid.)","lower",0,6476.543,9,10.275,0,1,0.2
"114","HB1103",10854,"PIWH","Whale, Pilot (unid.)","upper",1,6476.543,9,10.275,0,1,0.2
"115","HB1103",10860,"SADO","Dolphin, Common","upper",0,199.8761,63,10.439,0,1,0.2
"116","HB1103",10860,"SADO","Dolphin, Common","lower",1,199.8761,63,10.439,0,1,0.2
"117","HB1103",10861,"SADO","Dolphin, Common","lower",1,1246.751,16,10.463,0,1,0.2
"118","HB1103",10861,"SADO","Dolphin, Common","upper",1,1246.751,16,10.463,0,1,0.2
"119","HB1103",10862,"SADO","Dolphin, Common","upper",0,1009.054,17,10.469,0,1,0.2
"120","HB1103",10862,"SADO","Dolphin, Common","lower",1,1009.054,17,10.469,0,1,0.2
"121","HB1103",10863,"SADO","Dolphin, Common","upper",0,584.2647,23,10.48,0,1,0.2
"122","HB1103",10863,"SADO","Dolphin, Common","lower",1,584.2647,23,10.48,0,1,0.2
"123","HB1103",10853,"SADO","Dolphin, Common","upper",1,3114.321,28,10.251,0,1,0.2
"124","HB1103",10853,"SADO","Dolphin, Common","lower",1,3114.321,28,10.251,0,1,0.2
"125","HB1103",10865,"SADO","Dolphin, Common","lower",1,1055.209,23,10.606,0,1,0.2
"126","HB1103",10865,"SADO","Dolphin, Common","upper",1,1055.209,23,10.606,0,1,0.2
"127","HB1103",10866,"SADO","Dolphin, Common","upper",1,256.4825,30,10.625,0,1,0.2
"128","HB1103",10866,"SADO","Dolphin, Common","lower",1,256.4825,30,10.625,0,1,0.2
"129","HB1103",10869,"SADO","Dolphin, Common","upper",0,291.4336,7,10.661,0,1,0.2
"130","HB1103",10869,"SADO","Dolphin, Common","lower",1,291.4336,7,10.661,0,1,0.2
"131","HB1103",10859,"SADO","Dolphin, Common","upper",1,845.1584,110,10.426,0,1,0.2
"132","HB1103",10859,"SADO","Dolphin, Common","lower",1,845.1584,110,10.426,0,1,0.2
"133","HB1103",10864,"SADO","Dolphin, Common","lower",0,1235.539,11,10.481,0,1,0.2
"134","HB1103",10864,"SADO","Dolphin, Common","upper",1,1235.539,11,10.481,0,1,0.2
"135","HB1103",10867,"SADO","Dolphin, Common","lower",0,9167.171,15,10.582,0,1,0.2
"136","HB1103",10867,"SADO","Dolphin, Common","upper",1,9167.171,15,10.582,0,1,0.2
"137","HB1103",10873,"SADO","Dolphin, Common","upper",0,28.62135,23,10.711,0,1,0.2
"138","HB1103",10873,"SADO","Dolphin, Common","lower",1,28.62135,23,10.711,0,1,0.2
"139","HB1103",10875,"SADO","Dolphin, Common","upper",0,49.80973,13,10.733,0,1,0.2
"140","HB1103",10875,"SADO","Dolphin, Common","lower",1,49.80973,13,10.733,0,1,0.2
"141","HB1103",10857,"SADO","Dolphin, Common","upper",1,1794.898,27,10.389,0,1,0.2
"142","HB1103",10857,"SADO","Dolphin, Common","lower",1,1794.898,27,10.389,0,1,0.2
"143","HB1103",10871,"SADO","Dolphin, Common","upper",0,1790.098,9,10.688,0,1,0.2
"144","HB1103",10871,"SADO","Dolphin, Common","lower",1,1790.098,9,10.688,0,1,0.2
"145","HB1103",10872,"PIWH","Whale, Pilot (unid.)","upper",1,5546.304,16,10.798,0,1,0.2
"146","HB1103",10872,"PIWH","Whale, Pilot (unid.)","lower",1,5546.304,16,10.798,0,1,0.2
"147","HB1103",10874,"SADO","Dolphin, Common","upper",1,1476.576,32,10.72,0,1,0.2
"148","HB1103",10874,"SADO","Dolphin, Common","lower",1,1476.576,32,10.72,0,1,0.2
"149","HB1103",10880,"PIWH","Whale, Pilot (unid.)","upper",0,5877.058,5,10.846,0,1,0.2
"150","HB1103",10880,"PIWH","Whale, Pilot (unid.)","lower",1,5877.058,5,10.846,0,1,0.2
"151","HB1103",10868,"UNDO","Dolphin, unid","upper",0,3026.908,7,10.647,0,1,0.2
"152","HB1103",10868,"UNDO","Dolphin, unid","lower",1,3026.908,7,10.647,0,1,0.2
"153","HB1103",10876,"SADO","Dolphin, Common","upper",1,2027.584,53,10.745,0,1,0.2
"154","HB1103",10876,"SADO","Dolphin, Common","lower",1,2027.584,53,10.745,0,1,0.2
"155","HB1103",10877,"SADO","Dolphin, Common","lower",1,266.9716,42,10.768,0,1,0.2
"156","HB1103",10877,"SADO","Dolphin, Common","upper",1,266.9716,42,10.768,0,1,0.2
"157","HB1103",10884,"SADO","Dolphin, Common","upper",0,86.60254,7,10.93,0,1,0.2
"158","HB1103",10884,"SADO","Dolphin, Common","lower",1,86.60254,7,10.93,0,1,0.2
"159","HB1103",10878,"SADO","Dolphin, Common","upper",0,376.6947,27,10.79,0,1,0.2
"160","HB1103",10878,"SADO","Dolphin, Common","lower",1,376.6947,27,10.79,0,1,0.2
"161","HB1103",10879,"SADO","Dolphin, Common","lower",1,4175.196,31,10.828,0,1,0.2
"162","HB1103",10879,"SADO","Dolphin, Common","upper",1,4175.196,31,10.828,0,1,0.2
"163","HB1103",10881,"PIWH","Whale, Pilot (unid.)","lower",0,6380.712,17,10.868,0,1,0.2
"164","HB1103",10881,"PIWH","Whale, Pilot (unid.)","upper",1,6380.712,17,10.868,0,1,0.2
"165","HB1103",10885,"FISE","Whale, Fin/Sei","upper",0,231.6677,1,11.021,0,1,0.2
"166","HB1103",10885,"FISE","Whale, Fin/Sei","lower",1,231.6677,1,11.021,0,1,0.2
"167","HB1103",10883,"SPWH","Whale, Sperm","lower",0,1323.252,1,10.919,0,1,0.2
"168","HB1103",10883,"SPWH","Whale, Sperm","upper",1,1323.252,1,10.919,0,1,0.2
"169","HB1103",10890,"PIWH","Whale, Pilot (unid.)","upper",0,258.4239,4,11.247,0,1,0.2
"170","HB1103",10890,"PIWH","Whale, Pilot (unid.)","lower",1,258.4239,4,11.247,0,1,0.2
"171","HB1103",10906,"UNDO","Dolphin, unid","upper",0,4425.875,1,11.561,0,1,0.2
"172","HB1103",10906,"UNDO","Dolphin, unid","lower",1,4425.875,1,11.561,0,1,0.2
"173","HB1103",10886,"UNDO","Dolphin, unid","lower",0,2597.88,7,11.052,0,1,0.2
"174","HB1103",10886,"UNDO","Dolphin, unid","upper",1,2597.88,7,11.052,0,1,0.2
"175","HB1103",10892,"SADO","Dolphin, Common","upper",0,4255.072,68,11.277,0,1,0.2
"176","HB1103",10892,"SADO","Dolphin, Common","lower",1,4255.072,68,11.277,0,1,0.2
"177","HB1103",10894,"UNDO","Dolphin, unid","upper",1,5923.83,5,11.345,0,1,0.2
"178","HB1103",10894,"UNDO","Dolphin, unid","lower",1,5923.83,5,11.345,0,1,0.2
"179","HB1103",10889,"SADO","Dolphin, Common","upper",0,247.8092,37,11.235,0,1,0.2
"180","HB1103",10889,"SADO","Dolphin, Common","lower",1,247.8092,37,11.235,0,1,0.2
"181","HB1103",10891,"BODO","Dolphin, Bottlenose","upper",1,379.4728,28,11.257,0,1,0.2
"182","HB1103",10891,"BODO","Dolphin, Bottlenose","lower",1,379.4728,28,11.257,0,1,0.2
"183","HB1103",10893,"BODO","Dolphin, Bottlenose","upper",0,180.2857,17,11.343,0,1,0.2
"184","HB1103",10893,"BODO","Dolphin, Bottlenose","lower",1,180.2857,17,11.343,0,1,0.2
"185","HB1103",10895,"BODO","Dolphin, Bottlenose","lower",1,351.5107,9,11.386,0,1,0.2
"186","HB1103",10895,"BODO","Dolphin, Bottlenose","upper",1,351.5107,9,11.386,0,1,0.2
"187","HB1103",10896,"UNSH","Shark, unid.","upper",0,795.3257,1,11.42,0,1,0.2
"188","HB1103",10896,"UNSH","Shark, unid.","lower",1,795.3257,1,11.42,0,1,0.2
"189","HB1103",10899,"UNDO","Dolphin, unid","lower",0,5982.047,20,11.455,0,1,0.2
"190","HB1103",10899,"UNDO","Dolphin, unid","upper",1,5982.047,20,11.455,0,1,0.2
"191","HB1103",10900,"FISE","Whale, Fin/Sei","lower",0,5982.047,1,11.464,0,1,0.2
"192","HB1103",10900,"FISE","Whale, Fin/Sei","upper",1,5982.047,1,11.464,0,1,0.2
"193","HB1103",10901,"BODO","Dolphin, Bottlenose","upper",0,609.1816,11,11.491,0,1,0.2
"194","HB1103",10901,"BODO","Dolphin, Bottlenose","lower",1,609.1816,11,11.491,0,1,0.2
"195","HB1103",10897,"BODO","Dolphin, Bottlenose","lower",0,372.3854,8,11.439,0,1,0.2
"196","HB1103",10897,"BODO","Dolphin, Bottlenose","upper",1,372.3854,8,11.439,0,1,0.2
"197","HB1103",10902,"BODO","Dolphin, Bottlenose","upper",1,51.54738,7,11.492,0,1,0.2
"198","HB1103",10902,"BODO","Dolphin, Bottlenose","lower",1,51.54738,7,11.492,0,1,0.2
"199","HB1103",10898,"FISE","Whale, Fin/Sei","upper",0,8435.329,2,11.453,0,1,0.2
"200","HB1103",10898,"FISE","Whale, Fin/Sei","lower",1,8435.329,2,11.453,0,1,0.2
"201","HB1103",9741,"SADO","Dolphin, Common","upper",0,50,4,18.357,2.21906648099743,4.31819611990175,2
"202","HB1103",9741,"SADO","Dolphin, Common","lower",1,50,4,18.357,2.21906648099743,4.31819611990175,2
"203","HB1103",11021,"SADO","Dolphin, Common","lower",0,92.7051,4,17.612,1,4.2,1.5
"204","HB1103",11021,"SADO","Dolphin, Common","upper",1,92.7051,4,17.612,1,4.2,1.5
"205","HB1103",11022,"SADO","Dolphin, Common","lower",0,34.20201,12,17.655,1,4.2,1.5
"206","HB1103",11022,"SADO","Dolphin, Common","upper",1,34.20201,12,17.655,1,4.2,1.5
"207","HB1103",11023,"SADO","Dolphin, Common","upper",0,91.89362,4,17.683,1,4.2,1.5
"208","HB1103",11023,"SADO","Dolphin, Common","lower",1,91.89362,4,17.683,1,4.2,1.5
"209","HB1103",11024,"SADO","Dolphin, Common","lower",0,0,3,17.755,1,4.2,1.5
"210","HB1103",11024,"SADO","Dolphin, Common","upper",1,0,3,17.755,1,4.2,1.5
"211","HB1103",11025,"SADO","Dolphin, Common","lower",0,0,6,17.775,1,4.2,1.5
"212","HB1103",11025,"SADO","Dolphin, Common","upper",1,0,6,17.775,1,4.2,1.5
"213","HB1103",11026,"SADO","Dolphin, Common","upper",0,0,5,17.775,1,4.2,1.5
"214","HB1103",11026,"SADO","Dolphin, Common","lower",1,0,5,17.775,1,4.2,1.5
"215","HB1103",11027,"SADO","Dolphin, Common","lower",0,86.91397,14,18.347,1,4.2,1.4
"216","HB1103",11027,"SADO","Dolphin, Common","upper",1,86.91397,14,18.347,1,4.2,1.4
"217","HB1103",11028,"SADO","Dolphin, Common","upper",0,19.28363,13,18.377,1,4.2,1.4
"218","HB1103",11028,"SADO","Dolphin, Common","lower",1,19.28363,13,18.377,1,4.2,1.4
"219","HB1103",9738,"SADO","Dolphin, Common","lower",0,65.11363,8,16.781,0.0535363389751655,4.8,1.3
"220","HB1103",9738,"SADO","Dolphin, Common","upper",1,65.11363,8,16.781,0.0535363389751655,4.8,1.3
"221","HB1103",9739,"SADO","Dolphin, Common","lower",0,149.1783,2,16.88,0.0535363389751655,4.8,1.3
"222","HB1103",9739,"SADO","Dolphin, Common","upper",1,149.1783,2,16.88,0.0535363389751655,4.8,1.3
"223","HB1103",9360,"SPWH","Whale, Sperm","upper",0,6462.953,1,10.546,1.9100591956208,3.42330164913669,0.3
"224","HB1103",9360,"SPWH","Whale, Sperm","lower",1,6462.953,1,10.546,1.9100591956208,3.42330164913669,0.3
"225","HB1103",9359,"SPWH","Whale, Sperm","lower",0,4457.703,3,10.538,1.9100591956208,3.42330164913669,0.3
"226","HB1103",9359,"SPWH","Whale, Sperm","upper",1,4457.703,3,10.538,1.9100591956208,3.42330164913669,0.3
"227","HB1103",11108,"UNSH","Shark, unid.","lower",0,NA,5,16.636,0.268523266833095,0.865458877948043,0.3
"228","HB1103",11108,"UNSH","Shark, unid.","upper",1,NA,5,16.636,0.268523266833095,0.865458877948043,0.3
"229","HB1103",11112,"UNSH","Shark, unid.","lower",0,NA,10,16.711,0.268523266833095,0.865458877948043,0.3
"230","HB1103",11112,"UNSH","Shark, unid.","upper",1,NA,10,16.711,0.268523266833095,0.865458877948043,0.3
"231","HB1103",11114,"UNSH","Shark, unid.","upper",0,NA,5,16.839,0.268523266833095,0.865458877948043,0.3
"232","HB1103",11114,"UNSH","Shark, unid.","lower",1,NA,5,16.839,0.268523266833095,0.865458877948043,0.3
"233","HB1103",11115,"UNSH","Shark, unid.","upper",0,NA,7,16.851,0.268523266833095,0.865458877948043,0.3
"234","HB1103",11115,"UNSH","Shark, unid.","lower",1,NA,7,16.851,0.268523266833095,0.865458877948043,0.3
"235","HB1103",11117,"UNSH","Shark, unid.","upper",0,NA,3,16.966,0.268523266833095,0.865458877948043,0.3
"236","HB1103",11117,"UNSH","Shark, unid.","lower",1,NA,3,16.966,0.268523266833095,0.865458877948043,0.3
"237","HB1103",11118,"UNSH","Shark, unid.","lower",0,NA,14,16.982,0.268523266833095,0.865458877948043,0.3
"238","HB1103",11118,"UNSH","Shark, unid.","upper",1,NA,14,16.982,0.268523266833095,0.865458877948043,0.3
"239","HB1103",11119,"UNSH","Shark, unid.","upper",0,NA,2,16.994,0.268523266833095,0.865458877948043,0.3
"240","HB1103",11119,"UNSH","Shark, unid.","lower",1,NA,2,16.994,0.268523266833095,0.865458877948043,0.3
"241","HB1103",11122,"UNSH","Shark, unid.","lower",0,NA,1,17.134,0.268523266833095,0.865458877948043,0.3
"242","HB1103",11122,"UNSH","Shark, unid.","upper",1,NA,1,17.134,0.268523266833095,0.865458877948043,0.3
"243","HB1103",11123,"UNSH","Shark, unid.","upper",0,NA,3,17.169,0,1,0.3
"244","HB1103",11123,"UNSH","Shark, unid.","lower",1,NA,3,17.169,0,1,0.3
"245","HB1103",11124,"UNSH","Shark, unid.","upper",0,NA,1,17.194,0,1,0.3
"246","HB1103",11124,"UNSH","Shark, unid.","lower",1,NA,1,17.194,0,1,0.3
"247","HB1103",11126,"UNSH","Shark, unid.","lower",0,NA,4,17.425,0,1,0.3
"248","HB1103",11126,"UNSH","Shark, unid.","upper",1,NA,4,17.425,0,1,0.3
"249","HB1103",11129,"UNSH","Shark, unid.","upper",0,NA,1,17.505,0,1,0.3
"250","HB1103",11129,"UNSH","Shark, unid.","lower",1,NA,1,17.505,0,1,0.3
"251","HB1103",11137,"UNSH","Shark, unid.","lower",0,NA,8,17.753,0,1,0.3
"252","HB1103",11137,"UNSH","Shark, unid.","upper",1,NA,8,17.753,0,1,0.3
"253","HB1303",11911,"UNK","Unknown","lower",0,NA,1,13.962,0.203523561603298,3.98253167824312,0.5
"254","HB1303",11911,"UNK","Unknown","upper",1,NA,1,13.962,0.203523561603298,3.98253167824312,0.5
"255","HB1303",11912,"UNK","Unknown","lower",0,NA,1,13.964,0.203523561603298,3.98253167824312,0.5
"256","HB1303",11912,"UNK","Unknown","upper",1,NA,1,13.964,0.203523561603298,3.98253167824312,0.5
"257","HB1103",9361,"UNDO","Dolphin, unid","lower",0,3056.292,15,10.747,1.9100591956208,3.42330164913669,0.3
"258","HB1103",9361,"UNDO","Dolphin, unid","upper",1,3056.292,15,10.747,1.9100591956208,3.42330164913669,0.3
"259","HB1103",9362,"SPWH","Whale, Sperm","lower",0,4134.193,1,10.888,1.9100591956208,3.42330164913669,0.3
